Rank,Decile,Zip Code,Borough,Accident Count,Accident Likelihood
1,10,10314.0,Staten Island,856,2.36
2,10,10306.0,Staten Island,603,1.66
3,9,10312.0,Staten Island,596,1.64
4,8,10310.0,Staten Island,507,1.4
5,7,10301.0,Staten Island,431,1.19
6,6,10304.0,Staten Island,407,1.12
7,5,10305.0,Staten Island,399,1.1
8,4,10309.0,Staten Island,222,0.61
9,3,10302.0,Staten Island,137,0.38
10,2,10308.0,Staten Island,116,0.32
11,1,10307.0,Staten Island,83,0.23
12,1,11354.0,Staten Island,1,0.0
