the_geom,cartodb_id,socrata_id,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,crash_count,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
0101000020E61000001973D712F27F52C09B1BD31396604440,3438839,4659110,WEST 34 STREET,,2023-09-01 15:48:00+00,40.75458,-73.99915,Manhattan,10001.0,1,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","Bus,Bike"
0101000020E6100000613255302A7F52C0D0D03FC1C5604440,3438876,4659077,7 AVENUE,,2023-09-01 22:30:00+00,40.756035,-73.98695,Manhattan,10036.0,1,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Taxi,Bike"
0101000020E6100000CC28965B5A7F52C006F4C29D0B5F4440,3438892,4658734,,7         WEST 24 STREET,2023-09-01 11:27:00+00,40.742542,-73.98989,Manhattan,10010.0,1,0,0,1,0,0,0,1,0,"Passing Too Closely,Unspecified","PK,Box Truck"
0101000020E6100000EDB60BCD757E52C0401361C3D3654440,3438870,4658935,RIVERSIDE DRIVE,,2023-09-01 21:38:00+00,40.795525,-73.97594,Manhattan,,1,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Moped"
0101000020E610000067F2CD36377C52C0E2CCAFE600654440,3438990,4658652,,359       EAST 105 STREET,2023-09-01 14:03:00+00,40.78909,-73.94087,Manhattan,10029.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
0101000020E6100000E40F069E7B7E52C0A032FE7DC65F4440,3438896,4659288,3 AVENUE,,2023-09-01 00:49:00+00,40.748245,-73.976295,Manhattan,10016.0,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Passenger Distraction","Bike,Sedan"
0101000020E61000000DFD135CAC7E52C07D3F355EBA5F4440,3438909,4659062,,124       EAST 36 STREET,2023-09-01 14:25:00+00,40.747875,-73.97927,Manhattan,10016.0,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Van,Bike"
0101000020E61000002B2FF99FFC7D52C036B05582C55F4440,3438857,4659066,FDR DRIVE,,2023-09-01 07:52:00+00,40.748215,-73.968544,Manhattan,10017.0,1,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
0101000020E6100000274EEE77287E52C01422E010AA604440,3438991,4658829,EAST 49 STREET,,2023-09-01 00:00:00+00,40.75519,-73.97122,Manhattan,,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000B70A62A06B7D52C0261AA4E029684440,3438912,4658722,BROADWAY,,2023-09-01 10:50:00+00,40.813778,-73.959694,Manhattan,,1,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
0101000020E6100000772D211FF47D52C03DB9A64066654440,3438902,4658938,COLUMBUS AVENUE,,2023-09-01 20:13:00+00,40.792183,-73.968025,Manhattan,,1,0,0,1,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
0101000020E61000002EE23B31EB7B52C034BF9A0304694440,3438925,4659322,LENOX AVENUE,,2023-09-01 22:20:00+00,40.820435,-73.93623,Manhattan,,1,0,0,1,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified","Sedan,Sedan,Sedan"
0101000020E6100000ACE3F8A1D27E52C0020F0C207C604440,3438919,4659076,,11        WEST 42 STREET,2023-09-01 14:20:00+00,40.753788,-73.981606,Manhattan,10036.0,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Moped,Taxi"
0101000020E61000009352D0ED257F52C084F57F0EF35D4440,3438945,4659056,EAST 15 STREET,,2023-09-01 20:59:00+00,40.73398,-73.98669,Manhattan,10003.0,1,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Bike"
0101000020E6100000378E588B4F7F52C0645DDC46035C4440,3438978,4658818,,95        DELANCEY STREET,2023-09-01 23:20:00+00,40.71885,-73.98923,Manhattan,10002.0,1,1,0,0,0,0,0,1,0,"Driver Inexperience,Driver Inattention/Distraction","Bike,Sedan"
0101000020E61000002237C30DF87E52C0F14BFDBCA9604440,3438975,4659084,,1         BRYANT PARK,2023-09-01 09:11:00+00,40.75518,-73.98389,Manhattan,10036.0,1,0,0,0,0,1,0,1,0,View Obstructed/Limited,Bus
0101000020E61000003563D174767E52C0ED2AA4FCA45C4440,3439624,4658915,,113       AVENUE D,2023-09-02 17:51:00+00,40.723785,-73.97598,Manhattan,10009.0,1,0,0,0,0,1,0,1,0,Backing Unsafely,Sedan
0101000020E6100000B51A12F7587C52C0FE99417C60694440,3439605,4659321,WEST 145 STREET,,2023-09-02 12:19:00+00,40.823257,-73.94293,Manhattan,,1,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E610000049F59D5F947C52C08D976E1283684440,3439645,4659319,8 AVENUE,,2023-09-02 22:52:00+00,40.8165,-73.946556,Manhattan,10030.0,1,0,0,1,0,0,0,1,0,"Other Vehicular,Unspecified","Taxi,Ambulance"
0101000020E6100000253B3602F17C52C023145B41D3684440,3439578,4659504,WEST 135 STREET,,2023-09-02 13:10:00+00,40.818947,-73.95221,Manhattan,10031.0,1,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Bike"
0101000020E61000006EDC627E6E8052C05B94D92093604440,3439697,4659120,12 AVENUE,,2023-09-02 16:20:00+00,40.75449,-74.006744,Manhattan,,1,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Motorbike"
0101000020E61000007D5C1B2AC67D52C0D13FC1C58A664440,3439683,4658798,AMSTERDAM AVENUE,,2023-09-02 07:50:00+00,40.80111,-73.96522,Manhattan,,1,0,0,1,0,0,0,1,0,Pavement Slippery,Moped
0101000020E610000032772D211F7B52C03BC8EBC1A46E4440,3439751,4659364,SHERMAN AVENUE,,2023-09-01 14:09:00+00,40.864403,-73.923775,Manhattan,,1,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Moped,Station Wagon/Sport Utility Vehicle"
0101000020E6100000E5B33C0FEE7A52C08E23D6E2536E4440,3439702,4659333,10 AVENUE,,2023-09-02 01:26:00+00,40.861935,-73.92078,Manhattan,10034.0,1,0,0,1,0,0,0,1,0,"Illnes,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000A8E33103957B52C0B8CB7EDDE9664440,3439743,4659426,HARLEM RIVER DRIVE,,2023-09-01 11:43:00+00,40.804012,-73.93097,Manhattan,,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
0101000020E610000018265305A38052C082A8FB00A45E4440,3439644,4658974,GANSEVOORT STREET,,2023-09-02 06:30:00+00,40.73938,-74.00995,Manhattan,10014.0,1,0,0,3,0,0,0,3,0,"Fatigued/Drowsy,Unspecified","Sedan,Motorcycle"
0101000020E61000001A51DA1B7C7D52C00CAEB9A3FF614440,3439638,4658969,EAST 67 STREET,,2023-09-02 20:35:00+00,40.765614,-73.9607,Manhattan,10065.0,1,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Taxi,Station Wagon/Sport Utility Vehicle"
0101000020E6100000481630815B7D52C0F2B4FCC055684440,3439632,4659503,BROADWAY,,2023-09-02 16:25:00+00,40.815117,-73.95871,Manhattan,10027.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
0101000020E6100000E869C020E97F52C0551344DD07604440,3439971,4659362,WEST 29 STREET,,2023-09-03 17:18:00+00,40.75024,-73.998604,Manhattan,10001.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Bike
0101000020E6100000240B98C0AD7F52C06ADFDC5F3D5C4440,3440038,4659600,KENMARE STREET,,2023-09-01 18:00:00+00,40.720623,-73.99498,Manhattan,10012.0,1,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
0101000020E6100000FBCC599F728052C0A5A0DB4B1A5B4440,3439826,4659523,BEEKMAN STREET,,2023-09-03 15:14:00+00,40.71174,-74.006996,Manhattan,10038.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Bike
0101000020E61000002B137EA99F7B52C0F2608BDD3E6F4440,3439827,4659438,,348       DYCKMAN STREET,2023-09-03 21:19:00+00,40.869106,-73.93162,Manhattan,10034.0,1,0,0,2,0,0,0,2,0,Unsafe Speed,GAS MOPED
0101000020E61000008AC8B08A377C52C02B2FF99FFC654440,3439966,4659710,,2060      3 AVENUE,2023-09-03 11:39:00+00,40.796772,-73.94089,Manhattan,10029.0,1,0,0,1,0,0,0,1,0,Pavement Defective,E SCOOTER
0101000020E6100000164D6727837F52C00A849D62D55A4440,3439832,4659605,FDR DRIVE,,2023-09-03 23:00:00+00,40.709637,-73.99238,Manhattan,,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000B537F8C2647E52C0AB77B81D1A5C4440,3439866,4659633,FDR DRIVE,,2023-09-03 21:38:00+00,40.719547,-73.9749,Manhattan,,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E610000072F90FE9B77F52C0546F0D6C955C4440,3439913,4659595,,46        PRINCE STREET,2023-09-03 17:55:00+00,40.72331,-73.9956,Manhattan,10012.0,1,1,0,0,0,0,0,1,0,"Passenger Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E6100000C72E51BD357C52C0C1CAA145B66B4440,3440028,4659586,,630       WEST 168 STREET,2023-09-01 08:55:00+00,40.8415,-73.94078,Manhattan,10032.0,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Motorcycle"
0101000020E6100000CC79C6BE647F52C0904DF2237E5F4440,3439926,4659533,WEST 28 STREET,,2023-09-03 21:40:00+00,40.746037,-73.990524,Manhattan,10001.0,1,0,0,0,0,1,0,1,0,Unspecified,
0101000020E6100000A06CCA15DE7B52C0EFA83121E66C4440,3440039,4659706,BROADWAY,,2023-09-01 17:27:00+00,40.850773,-73.93543,Manhattan,,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
0101000020E6100000350708E6E87B52C0E481C8224D6C4440,3440034,4659580,SAINT NICHOLAS AVENUE,,2023-09-01 00:19:00+00,40.846104,-73.93609,Manhattan,10033.0,1,0,0,1,0,0,0,1,0,"Turning Improperly,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,MOPED"
0101000020E6100000E6AE25E4837C52C03AE97DE36B6B4440,3439884,4659587,RIVERSIDE DRIVE,,2023-09-03 02:42:00+00,40.83923,-73.94555,Manhattan,10032.0,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified","Sedan,Sedan,Sedan,Sedan"
0101000020E6100000F584251E507C52C03EE94482A9644440,3439911,4659265,1 AVENUE,,2023-09-03 23:28:00+00,40.786423,-73.94239,Manhattan,,1,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unspecified","Motorcycle,Station Wagon/Sport Utility Vehicle"
0101000020E61000008DD5E6FF557F52C0F88A6EBDA65F4440,3439932,4659374,WEST 30 STREET,,2023-09-03 07:47:00+00,40.747276,-73.989624,Manhattan,,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Taxi,Bike"
0101000020E6100000742497FF907D52C0293E3E213B614440,3439968,4659512,1 AVENUE,,2023-09-03 18:43:00+00,40.759617,-73.961975,Manhattan,10022.0,1,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Motorcycle"
0101000020E6100000A796ADF5457E52C00BD28C45D3614440,3440030,4659737,,767       5 AVENUE,2023-09-01 19:18:00+00,40.76426,-73.97302,Manhattan,10153.0,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified",Sedan
0101000020E61000007862D68BA17C52C0C2340C1F11674440,3439892,4659248,WEST 121 STREET,,2023-09-03 17:50:00+00,40.80521,-73.94736,Manhattan,,1,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Sedan,Bike"
0101000020E61000006C3EAE0D157F52C0FE47A643A7614440,3440029,4659752,WEST 51 STREET,,2023-09-01 17:30:00+00,40.762917,-73.98566,Manhattan,10019.0,1,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Bike
0101000020E6100000EFC9C342AD7F52C0F8FC304278624440,3440154,4659740,WEST 54 STREET,,2023-09-04 09:30:00+00,40.769295,-73.99495,Manhattan,,1,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Bike
0101000020E61000002EFF21FDF67F52C0CEC47421565F4440,3440269,4659913,,302       WEST 22 STREET,2023-09-04 19:45:00+00,40.744816,-73.99945,Manhattan,10011.0,1,0,0,1,0,0,0,1,0,"Passenger Distraction,Unspecified","Taxi,Taxi"
0101000020E6100000B4024356B77C52C0CA8B4CC0AF694440,3440340,4659939,,532       WEST 145 STREET,2023-09-02 17:12:00+00,40.825676,-73.94869,Manhattan,10031.0,1,0,0,0,0,1,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,E-Scooter
0101000020E6100000AB2688BA0F7C52C0C537143E5B654440,3440225,4659876,,2127      1 AVENUE,2023-09-04 23:40:00+00,40.791847,-73.93846,Manhattan,10029.0,1,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E610000062BEBC00FB7C52C0C03E3A75E5634440,3440235,4659510,,1576      3 AVENUE,2023-09-04 22:37:00+00,40.78044,-73.95282,Manhattan,10128.0,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified",Pick-up Truck
0101000020E610000004E78C28ED7D52C0E00F3FFF3D604440,3440193,4659895,1 AVENUE,,2023-09-04 21:48:00+00,40.751892,-73.9676,Manhattan,10017.0,1,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,E-Bike
0101000020E610000029232E008D7C52C05839B4C876664440,3440268,4659425,,6         EAST 116 STREET,2023-09-04 13:37:00+00,40.8005,-73.946106,Manhattan,10029.0,1,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Bike,Sedan"
0101000020E6100000191C25AFCE7B52C0FE43FAEDEB684440,3440301,4659672,HARLEM RIVER DRIVE,,2023-09-04 11:59:00+00,40.8197,-73.93449,Manhattan,,1,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
0101000020E6100000C39E76F86B7C52C09AEAC9FCA3674440,3440205,4659674,WEST 128 STREET,,2023-09-04 16:01:00+00,40.809692,-73.94409,Manhattan,,1,1,0,0,0,0,0,1,0,"Turning Improperly,Unspecified",Bike
0101000020E610000035EF3845477C52C06B9DB81CAF684440,3440148,4659673,7 AVENUE,,2023-09-04 22:40:00+00,40.817844,-73.94185,Manhattan,10030.0,1,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Bike,Sedan"
0101000020E61000002FFA0AD28C7B52C0DD274701A26C4440,3440180,4659440,WEST 182 STREET,,2023-09-04 15:31:00+00,40.848694,-73.93047,Manhattan,,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Turning Improperly","Sedan,Bike"
0101000020E6100000ACE3F8A1D27E52C0DD240681955F4440,3440275,4659922,,4         PARK AVENUE,2023-09-04 00:05:00+00,40.74675,-73.981606,Manhattan,10016.0,1,0,0,2,0,0,0,2,0,"Unspecified,Unspecified,Unspecified","Sedan,Taxi,Sedan"
0101000020E6100000C16ED8B6287F52C00057B26323604440,3440338,4659919,WEST 36 STREET,,2023-09-03 14:40:00+00,40.75108,-73.98686,Manhattan,,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Bike,Sedan"
0101000020E6100000B1506B9A777E52C0DA39CD02ED604440,3440283,4659760,MADISON AVENUE,,2023-09-04 08:00:00+00,40.757233,-73.97605,Manhattan,10017.0,1,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Bus"
0101000020E6100000E7A90EB9197E52C09487855AD3604440,3440262,4659957,EAST 51 STREET,,2023-09-04 20:00:00+00,40.75645,-73.97032,Manhattan,10022.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,E-Bike
0101000020E610000005FA449E247F52C03198BF42E65C4440,3440458,4659620,1 AVENUE,,2023-09-05 00:40:00+00,40.725777,-73.98661,Manhattan,,1,0,0,2,0,0,0,2,0,"Turning Improperly,Unspecified","Sedan,Sedan"
0101000020E6100000842A357BA07F52C0CCB56801DA5E4440,3440429,4659857,WEST 20 STREET,,2023-09-05 18:07:00+00,40.741028,-73.99417,Manhattan,10010.0,1,0,0,0,0,2,0,2,0,Failure to Yield Right-of-Way,Bike
0101000020E6100000C0E78711C27F52C0E960FD9FC35A4440,3440647,4660159,FDR DRIVE,,2023-09-03 01:31:00+00,40.709095,-73.99622,Manhattan,,1,0,0,3,0,0,0,3,0,"Other Vehicular,Unspecified","Sedan,Sedan"
0101000020E610000076FD82DDB07B52C0ABE97AA2EB664440,3440433,4659874,EAST 127 STREET,,2023-09-05 06:45:00+00,40.804066,-73.93267,Manhattan,10035.0,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
0101000020E610000080608E1EBF7F52C0D72FD80DDB5E4440,3440562,4659863,,151       WEST 19 STREET,2023-09-05 06:30:00+00,40.74106,-73.99604,Manhattan,10011.0,1,0,0,1,0,0,0,1,0,"Drugs (illegal),Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000452FA3586E7D52C05070B1A206634440,3440469,4660121,EAST 77 STREET,,2023-09-05 22:15:00+00,40.77364,-73.95986,Manhattan,10075.0,1,1,0,0,0,0,0,1,0,"Passing Too Closely,Unspecified","Sedan,E-Bike"
0101000020E610000073124A5F087D52C03A75E5B33C634440,3440513,4660122,2 AVENUE,,2023-09-05 22:00:00+00,40.77529,-73.953636,Manhattan,10028.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
0101000020E61000008A93FB1D8A7D52C0F5A10BEA5B624440,3440452,4660424,EAST 70 STREET,,2023-09-05 19:46:00+00,40.76843,-73.961555,Manhattan,10021.0,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Bike"
0101000020E610000065C746205E7D52C0A7B393C151624440,3440589,4660224,2 AVENUE,,2023-09-05 10:47:00+00,40.76812,-73.95887,Manhattan,10021.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,COM
0101000020E6100000F0DC7BB8E47E52C0A73FFB91225E4440,3440633,4660434,EAST 19 STREET,,2023-09-04 20:00:00+00,40.73543,-73.98271,Manhattan,10003.0,1,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
0101000020E61000001B4CC3F0117F52C099D53BDC0E614440,3440466,4659865,,1535      BROADWAY,2023-09-05 18:30:00+00,40.758266,-73.98547,Manhattan,10036.0,1,0,0,0,0,1,0,1,0,Unspecified,Taxi
0101000020E6100000A245B6F3FD7E52C0FED2A23EC9614440,3440487,4659753,,242       WEST 53 STREET,2023-09-05 15:30:00+00,40.763954,-73.98425,Manhattan,10019.0,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Van,Sedan"
0101000020E61000003012DA722E7F52C0DC2DC901BB604440,3441138,4660133,,5         TIMES SQUARE,2023-09-06 11:45:00+00,40.755707,-73.98721,Manhattan,10036.0,1,1,0,0,0,1,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike
0101000020E6100000D8D30E7F4D8052C00EF8FC3042604440,3440778,4660898,WEST 28 STREET,,2023-09-08 19:40:00+00,40.75202,-74.00473,Manhattan,10001.0,1,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Bike,Bike"
0101000020E6100000EAE74D452A8052C00BEF7211DF5D4440,3441117,4660014,SHERIDAN SQUARE,,2023-09-06 13:42:00+00,40.73337,-74.00258,Manhattan,,1,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
0101000020E61000009D2E8B89CD7F52C01283C0CAA1614440,3440907,4660679,WEST 45 STREET,,2023-09-07 20:01:00+00,40.76275,-73.99692,Manhattan,10036.0,1,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Bike,Station Wagon/Sport Utility Vehicle"
0101000020E6100000FB05BB61DB7F52C022E010AAD4604440,3441442,4660883,WEST 37 STREET,,2023-09-01 21:25:00+00,40.75649,-73.997765,Manhattan,10018.0,1,0,0,0,0,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike
0101000020E6100000E8F692C6687F52C0A14ACD1E68614440,3441112,4660055,WEST 46 STREET,,2023-09-06 18:20:00+00,40.76099,-73.99077,Manhattan,10036.0,1,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Bike"
0101000020E6100000A4703D0AD77D52C0CD91955F06614440,3441088,4660127,EAST 55 STREET,,2023-09-06 20:34:00+00,40.758007,-73.96625,Manhattan,10022.0,1,0,0,1,0,0,0,1,0,Unsafe Speed,
0101000020E61000006362F3716D7E52C08FAA2688BA5F4440,3440756,4660677,EAST 38 STREET,,2023-09-08 18:36:00+00,40.74788,-73.97543,Manhattan,10016.0,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Bike"
0101000020E610000056BC9179E47D52C0427A8A1C22624440,3440869,4660422,PARK AVENUE,,2023-09-07 16:00:00+00,40.766666,-73.96707,Manhattan,10065.0,1,0,0,1,0,0,0,1,0,"Reaction to Uninvolved Vehicle,Turning Improperly","Motorcycle,Taxi"
0101000020E6100000EFC9C342AD7F52C0F8FC304278624440,3440910,4660560,WEST 54 STREET,,2023-09-07 16:10:00+00,40.769295,-73.99495,Manhattan,10019.0,1,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Bus,Bike"
0101000020E6100000C87BD5CA847F52C0226C787AA5604440,3440817,4661154,,320       WEST 38 STREET,2023-09-08 19:40:00+00,40.75505,-73.99248,Manhattan,10018.0,1,0,0,0,0,1,0,1,0,Backing Unsafely,Taxi
0101000020E6100000EC51B81E857F52C00803CFBD875B4440,3440701,4660648,ALLEN STREET,,2023-09-08 10:50:00+00,40.71508,-73.9925,Manhattan,10002.0,1,0,0,0,0,0,1,0,1,Failure to Yield Right-of-Way,Bus
0101000020E6100000BE310400C77E52C0BE6A65C22F614440,3440751,4660558,WEST 49 STREET,,2023-09-08 12:45:00+00,40.75927,-73.980896,Manhattan,10020.0,1,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,
0101000020E61000001B81785DBF7E52C07E1D386744614440,3440719,4660557,WEST 50 STREET,,2023-09-08 00:05:00+00,40.7599,-73.98043,Manhattan,10020.0,1,1,0,0,0,0,0,1,0,"Other Vehicular,Unspecified","Sedan,Bike"
0101000020E6100000F59CF4BEF17E52C05794128255634440,3441064,4660718,AMSTERDAM AVENUE,,2023-09-06 11:15:00+00,40.776047,-73.983505,Manhattan,10023.0,1,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Driver Inattention/Distraction","Convertible,Box Truck"
0101000020E61000008126C286A77F52C03B53E8BCC65E4440,3441083,4660294,AVENUE OF THE AMERICAS,,2023-09-06 14:24:00+00,40.74044,-73.9946,Manhattan,10011.0,1,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Box Truck
0101000020E61000008FAA2688BA7F52C010786000E15F4440,3440847,4661153,WEST 29 STREET,,2023-09-07 11:10:00+00,40.749054,-73.99576,Manhattan,10001.0,1,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
0101000020E610000020B41EBE4C7E52C0FD82DDB06D654440,3440722,4661231,,2487      BROADWAY,2023-09-08 09:15:00+00,40.79241,-73.973434,Manhattan,10025.0,1,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Box Truck,Taxi"
0101000020E6100000344A97FE257F52C09432A9A10D644440,3441104,4660204,HENRY HUDSON PARKWAY,,2023-09-06 19:51:00+00,40.781666,-73.986694,Manhattan,,1,0,0,1,0,0,0,1,0,"Driver Inexperience,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000E21E4B1FBA7B52C07EA99F37156D4440,3441327,4660519,WEST 185 STREET,,2023-09-05 00:00:00+00,40.85221,-73.933235,Manhattan,,1,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","MOPED,Sedan"
0101000020E610000086C954C1A87F52C0FF59F3E32F614440,3440772,4660906,,460       WEST 42 STREET,2023-09-08 22:45:00+00,40.759274,-73.994675,Manhattan,10036.0,1,1,0,0,0,0,0,1,0,"Following Too Closely,Unspecified",Bike
0101000020E6100000EC4CA1F31A7F52C0F0F96184F0604440,3441001,4660529,7 AVENUE,,2023-09-07 21:13:00+00,40.75734,-73.98602,Manhattan,10036.0,1,2,0,0,0,0,0,2,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified","Taxi,E-Bike,Bike"
0101000020E61000003F8C101E6D7B52C059198D7C5E6D4440,3441417,4660762,,551       WEST 190 STREET,2023-09-02 14:24:00+00,40.854446,-73.928535,Manhattan,10040.0,1,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified","Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
0101000020E6100000BBED42739D7E52C014E7A8A3E3644440,3440953,4660715,WEST 85 STREET,,2023-09-07 14:20:00+00,40.788197,-73.97836,Manhattan,10024.0,1,1,0,0,0,0,0,1,0,"Other Vehicular,Passing or Lane Usage Improper","Van,Bike"
0101000020E6100000F0332E1C087F52C0F9F6AE415F644440,3441378,4660717,HENRY HUDSON PARKWAY,,2023-09-04 07:59:00+00,40.784157,-73.98487,Manhattan,,1,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Pick-up Truck,Sedan"
0101000020E6100000DC80CF0F237A52C0E3546B6116704440,3441359,4660479,BROADWAY,,2023-09-04 13:20:00+00,40.875683,-73.90839,Manhattan,10463.0,1,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
0101000020E6100000280B5F5FEB7A52C050E09D7C7A6E4440,3440753,4660761,NAGLE AVENUE,,2023-09-08 22:21:00+00,40.863113,-73.920616,Manhattan,,1,2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,E-Bike"
0101000020E6100000302AA913D07A52C09F5912A0A66E4440,3440749,4660749,10 AVENUE,,2023-09-08 19:40:00+00,40.86446,-73.91895,Manhattan,10034.0,1,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Garbage or Refuse"
0101000020E6100000FF5BC98E8D7C52C0E76F422102644440,3441129,4660117,1 AVENUE,,2023-09-06 16:55:00+00,40.781315,-73.94614,Manhattan,10128.0,1,1,0,0,0,0,0,1,0,"Driver Inexperience,Brakes Defective","Station Wagon/Sport Utility Vehicle,Bike"
